edge,count,name,shape,edge_length,cycle_roads,main_roads,small_roads,school_distance
"(2572202822, 2572202851)",35,Franziska-Kessel-Straße,"{""type"":""LineString"",""coordinates"":[[8.2722138,49.9764746],[8.2726427,49.9764901],[8.2730439,49.9765045],[8.2734365,49.9765187]]}",0.088,0,0,1,1.569
"(256511805, 5460362375)",35,Helmholtzweg,"{""type"":""LineString"",""coordinates"":[[8.2568984,49.9945615],[8.2569618,49.9944928],[8.2570639,49.9944619],[8.2575516,49.9940071]]}",0.078,0,0,0,0.94
"(260024386, 1931819258)",35,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.297031,49.9822606],[8.2967636,49.981982]]}",0.036,0,1,0,0.231
"(3841656543, 3841656521)",35,Carlo-Mierendorff-Straße,"{""type"":""LineString"",""coordinates"":[[8.2000367,50.0047794],[8.1996931,50.004631],[8.1994517,50.0044829],[8.1993591,50.0043884]]}",0.066,0,0,1,2.029
"(257809744, 257809743)",35,Kaiser-Karl-Ring,"{""type"":""LineString"",""coordinates"":[[8.250648,50.0150144],[8.2506017,50.0149804],[8.2505749,50.0149582],[8.2498277,50.0142266],[8.2495018,50.0139065],[8.2494771,50.0138822],[8.2494364,50.0138335],[8.2494042,50.0137847]]}",0.163,0,0,0,0.762
"(626949619, 626949621)",35,Weißliliengasse,"{""type"":""LineString"",""coordinates"":[[8.2707375,49.9975103],[8.2703476,49.9977007]]}",0.035,0,1,0,0.067
"(6969614342, 206187897)",35,An den Mühlwegen,"{""type"":""LineString"",""coordinates"":[[8.2712883,49.9630559],[8.2717891,49.963054],[8.2719134,49.9630547]]}",0.045,0,0,0,0.254
"(255739502, 210534576)",35,Breite Straße,"{""type"":""LineString"",""coordinates"":[[8.2085775,50.0023423],[8.2071216,50.0019415],[8.2070557,50.0019237]]}",0.118,0,1,0,2.42
"(292521597, 256329450)",35,Kästrich,"{""type"":""LineString"",""coordinates"":[[8.2648611,49.9956927],[8.2645262,49.9959303]]}",0.036,0,0,1,0.387
"(11668466785, 11668410450)",35,Nackstraße,"{""type"":""LineString"",""coordinates"":[[8.2581256,50.0063696],[8.2581704,50.0063533],[8.2582337,50.0063304],[8.2584047,50.0062683],[8.2584882,50.0062376]]}",0.03,0,0,1,0.807
"(4174743159, 6471079556)",35,,"{""type"":""LineString"",""coordinates"":[[8.2191857,49.9993239],[8.218877,49.9994898],[8.2186346,49.9996327],[8.2185262,49.9997192]]}",0.065,1,0,0,1.937
"(3270161677, 26773475)",35,An der Nikolausschanze,"{""type"":""LineString"",""coordinates"":[[8.2831652,49.993293799999996],[8.2832273,49.993315],[8.2838255,49.9935343]]}",0.054,0,0,1,1.067
"(31352272, 31350714)",35,Bleichstraße,"{""type"":""LineString"",""coordinates"":[[8.2957104,49.9754593],[8.2959299,49.9755441],[8.2962244,49.9757117]]}",0.046,0,0,1,0.125
"(21723071, 1934739098)",35,In der Witz,"{""type"":""LineString"",""coordinates"":[[8.2813808,50.0110555],[8.2814382,50.0110473],[8.2815875,50.0110281],[8.2818272,50.0109775]]}",0.033,0,1,0,0.886
"(255739521, 255740374)",35,Gerhart-Hauptmann-Straße,"{""type"":""LineString"",""coordinates"":[[8.2111677,50.003744],[8.2118261,50.0039204]]}",0.051,0,0,1,2.277
"(8314134800, 255451573)",35,Nestlestraße,"{""type"":""LineString"",""coordinates"":[[8.2330686,50.0215939],[8.2319243,50.0214925]]}",0.083,0,0,1,1.711
"(7100550947, 224462015)",35,Bauerngasse,"{""type"":""LineString"",""coordinates"":[[8.2731007,50.0033282],[8.2729171,50.0032731],[8.2721766,50.0030561],[8.2720008,50.002999],[8.2719143,50.0029622],[8.2718023,50.0028935],[8.2717283,50.0028366]]}",0.113,0,0,1,0.586
"(105861310, 130123513)",35,Kloberstraße,"{""type"":""LineString"",""coordinates"":[[8.2844482,50.0069565],[8.2847828,50.0071293]]}",0.031,0,0,1,1.054
"(210534576, 255737488)",35,Breite Straße,"{""type"":""LineString"",""coordinates"":[[8.2070557,50.0019237],[8.2070154,50.0019147],[8.2067571,50.0018588],[8.2065489,50.0018194],[8.2061845,50.0017587],[8.2059469,50.0017193]]}",0.082,0,1,0,2.337
"(5327268018, 1843180504)",35,Goßlerweg,"{""type"":""LineString"",""coordinates"":[[8.2555954,49.9984519],[8.2554754,49.9985294],[8.2554387,49.9985531]]}",0.016,0,0,1,0.632
"(255326623, 2141924076)",35,Josefsstraße,"{""type"":""LineString"",""coordinates"":[[8.2632034,50.0106962],[8.2631654,50.010666],[8.2631505,50.0106542],[8.2631338,50.0106409],[8.262958,50.0105015]]}",0.028,0,0,1,0.531
"(2429466503, 2429466504)",35,Hafenstraße,"{""type"":""LineString"",""coordinates"":[[8.2643071,50.0120961],[8.2635711,50.0125484]]}",0.073,0,0,1,0.572
"(7960132729, 255756719)",35,Canisiusstraße,"{""type"":""LineString"",""coordinates"":[[8.2212465,50.0067718],[8.2212706,50.0067755],[8.2224298,50.0069306]]}",0.086,0,0,1,1.484
"(6483912244, 8874570633)",35,Philipp-Wasserburg-Straße,"{""type"":""LineString"",""coordinates"":[[8.2205818,50.0010111],[8.2205862,50.0010492],[8.2205897,50.0010803],[8.2205907,50.001141],[8.2205861,50.0011717]]}",0.018,0,0,1,1.758
"(119724826, 201330194)",35,Eleonorenstraße,"{""type"":""LineString"",""coordinates"":[[8.2735994,50.0163351],[8.2750371,50.0152739],[8.2751807,50.015167],[8.2762069,50.0144032]]}",0.284,0,0,1,0.462
"(2015331894, 1607880587)",35,Am 87er Denkmal,"{""type"":""LineString"",""coordinates"":[[8.2727505,49.9934085],[8.2725516,49.9935167],[8.2723617,49.9936727],[8.2721202,49.9939788],[8.2721016,49.9940076],[8.2720678,49.9940885],[8.2720051,49.994302],[8.2719808,49.9944133],[8.2719339,49.9945282],[8.2718665,49.9945922],[8.2718209,49.9946152],[8.2717633,49.9946337],[8.2717159,49.9946456],[8.2716357,49.9946553],[8.2710699,49.9945927],[8.2709971,49.9946418]]}",0.217,0,0,1,0.313
"(769855339, 529854)",35,Obere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2615698,49.9914038],[8.2617025,49.9914479]]}",0.011,0,1,0,0.865
"(10308371764, 1561816341)",35,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.2340354,50.0185625],[8.2341847,50.0184872]]}",0.014,0,0,1,1.37
"(417411941, 395596674)",35,,"{""type"":""LineString"",""coordinates"":[[8.2289041,50.0013014],[8.2287928,50.00143],[8.2287799,50.0014435],[8.2286935,50.0014167],[8.2284959,50.0013438],[8.2283698,50.0013495]]}",0.05,1,0,0,1.223
"(4042155693, 3414555907)",35,Eisgrubweg,"{""type"":""LineString"",""coordinates"":[[8.273889,49.994918],[8.2740041,49.994885]]}",0.009,0,0,0,0.405
"(253750809, 27633884)",35,Weintorstraße,"{""type"":""LineString"",""coordinates"":[[8.2770852,49.9979466],[8.2771137,49.9979805],[8.2771503,49.9980072],[8.2776631,49.9982193]]}",0.052,0,0,1,0.538
"(6990026829, 6447864253)",35,Friedrich-Ebert-Straße,"{""type"":""LineString"",""coordinates"":[[8.2950254,49.977054],[8.2950561,49.9770188],[8.295368,49.9766617]]}",0.05,0,0,1,0.073
"(257809118, 6934999860)",34,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.25627,50.0052259],[8.2561709,50.0053129]]}",0.012,0,0,0,0.626
"(6972668395, 144603003)",34,Dekan-Laist-Straße,"{""type"":""LineString"",""coordinates"":[[8.2679656,49.9667191],[8.2684177,49.9667438]]}",0.032,0,0,0,0.732
"(618035122, 201330711)",34,Wiesbadener Straße,"{""type"":""LineString"",""coordinates"":[[8.2761946,50.0158958],[8.2771249,50.0149007]]}",0.129,0,1,0,0.559
"(262303317, 1904776633)",34,An der Hafenbahn,"{""type"":""LineString"",""coordinates"":[[8.2516481,50.0214249],[8.251848,50.0212981]]}",0.02,0,0,0,1.502
"(308954454, 9459764044)",34,Göttelmannstraße,"{""type"":""LineString"",""coordinates"":[[8.2852851,49.9885349],[8.2849749,49.9886373],[8.2843688,49.9888432]]}",0.074,0,1,0,1.31
"(2803719733, 699146862)",34,Biebricher Straße,"{""type"":""LineString"",""coordinates"":[[8.2553723,50.0292764],[8.2559485,50.0289887],[8.2562355,50.0288388]]}",0.079,0,1,0,1.5
"(7604214768, 158740861)",34,Dornsheimer Weg,"{""type"":""LineString"",""coordinates"":[[8.2741851,49.9592418],[8.2743159,49.9591835],[8.2744199,49.959101],[8.2745045,49.9589966],[8.274573,49.9588749]]}",0.051,0,0,1,0.158
"(4979358786, 1189873556)",34,Elbestraße,"{""type"":""LineString"",""coordinates"":[[8.2207878,50.0054604],[8.2206955,50.0054528],[8.2205314,50.0054393],[8.2202258,50.005403]]}",0.041,0,1,0,1.617
"(1648557135, 1783958332)",34,Bauhofstraße,"{""type"":""LineString"",""coordinates"":[[8.2652039,50.0056788],[8.2652382,50.0056714],[8.2653082,50.0056498]]}",0.008,0,1,0,0.415
"(7128298056, 1933841786)",34,Eisenbahnstraße,"{""type"":""LineString"",""coordinates"":[[8.2840356,50.0068831],[8.2836904,50.0070756],[8.2834345,50.0072113],[8.2832656,50.0072962],[8.2831135,50.0073664]]}",0.085,0,1,0,0.954
"(27629782, 1933841798)",34,,"{""type"":""LineString"",""coordinates"":[[8.2797678,50.0078249],[8.2800892,50.0079157]]}",0.025,0,1,0,0.712
"(261629607, 261629606)",34,Jakob-Steffan-Straße,"{""type"":""LineString"",""coordinates"":[[8.2386298,50.006858],[8.2385001,50.0065874],[8.2384697,50.0065239]]}",0.039,0,0,1,0.332
"(2561420107, 6792308429)",34,Alfred-Mumbächer-Straße,"{""type"":""LineString"",""coordinates"":[[8.2540916,49.9843798],[8.2541482,49.9843378],[8.2542035,49.9842854],[8.2543616,49.9841131]]}",0.035,0,0,1,1.82
"(6428174510, 1825301773)",34,,"{""type"":""LineString"",""coordinates"":[[8.229009,50.0011601],[8.2290216,50.0011467],[8.2291171,50.0010261],[8.2292273,50.0009098],[8.2292895,50.0008247],[8.2294045,50.0006665]]}",0.062,1,0,0,1.225
"(21723109, 4444430114)",34,Boelckestraße,"{""type"":""LineString"",""coordinates"":[[8.2831917,50.0146536],[8.2833443,50.0148535],[8.2833821,50.0149004],[8.2834524,50.0149844]]}",0.041,0,1,0,0.953
"(261627229, 2060698820)",34,Am Judensand,"{""type"":""LineString"",""coordinates"":[[8.2395775,50.00818],[8.2396958,50.0082025],[8.2398865,50.0082431],[8.2399088,50.0082481],[8.2399467,50.0082566],[8.2400075,50.0082689]]}",0.032,0,0,1,0.237
"(6755414128, 6755414134)",34,Sömmerringplatz,"{""type"":""LineString"",""coordinates"":[[8.2583075,50.0102575],[8.2586226,50.0100761],[8.2586719,50.010052]]}",0.035,0,0,1,0.805
"(1401166653, 603388688)",34,,"{""type"":""LineString"",""coordinates"":[[8.2663369,49.985139],[8.2665364,49.9853371],[8.2666031,49.9853615],[8.2666805,49.9853868]]}",0.038,0,0,0,1.345
"(251436782, 251435211)",34,Bleichstraße,"{""type"":""LineString"",""coordinates"":[[8.2977061,49.9770086],[8.2974866,49.9768183],[8.2970046,49.9764003]]}",0.084,0,0,1,0.062
"(435207701, 258604249)",34,Essenheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2369851,49.977089],[8.2369454,49.9770579],[8.2367964,49.9769454],[8.2364761,49.976683],[8.2364157,49.9766339]]}",0.065,0,0,1,2.872
"(26732295, 471052732)",34,Wittichweg,"{""type"":""LineString"",""coordinates"":[[8.2337962,49.9937277],[8.2345784,49.9939052],[8.235146,49.994024],[8.235385,49.994067],[8.235595,49.994089],[8.23571,49.994106],[8.2357568,49.9941158]]}",0.147,0,0,1,1.221
"(1506774691, 3890665241)",34,Hattenbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2384921,50.0162616],[8.2383761,50.0162755],[8.2382914,50.0162956]]}",0.015,0,0,0,1.009
"(1561805958, 1561805959)",34,Körnerstraße,"{""type"":""LineString"",""coordinates"":[[8.2310914,50.0200571],[8.2311215,50.0200911],[8.2312389,50.0203334],[8.2314388,50.0207461]]}",0.081,0,0,1,1.634
"(352987389, 709493203)",34,Hechtsheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2805701,49.9782517],[8.2807526,49.9769781]]}",0.142,0,1,0,1.094
"(27636680, 1975261001)",34,Am Fort Gonsenheim,"{""type"":""LineString"",""coordinates"":[[8.2485972,50.0045059],[8.2484843,50.00444],[8.248232,50.0042878]]}",0.036,0,1,0,0.21
"(1576803316, 2803690116)",34,Biebricher Straße,"{""type"":""LineString"",""coordinates"":[[8.2514906,50.0313141],[8.2525656,50.0307517],[8.2535344,50.0302435],[8.2535906,50.0302141]]}",0.194,0,1,0,1.535
"(1561803226, 1561803225)",34,Emrichruhstraße,"{""type"":""LineString"",""coordinates"":[[8.2254037,50.0204576],[8.2244612,50.0203916]]}",0.068,0,0,1,1.914
"(264145814, 1615818451)",34,Ignazgäßchen,"{""type"":""LineString"",""coordinates"":[[8.278187,49.9962006],[8.278134,49.9962968],[8.2780411,49.996414],[8.2781428,49.9964647],[8.27839,49.9965593],[8.2786965,49.9966483]]}",0.08,0,0,1,0.61
"(201337254, 1290219544)",34,Wiesbadener Straße,"{""type"":""LineString"",""coordinates"":[[8.272173,50.0197972],[8.2734863,50.0185497],[8.2735726,50.0184677],[8.2737452,50.0182959]]}",0.201,0,1,0,0.093
"(6792308404, 539761069)",34,Südring,"{""type"":""LineString"",""coordinates"":[[8.2471755,49.9746954],[8.2467796,49.9743589]]}",0.047,0,0,1,2.445
"(412634728, 699768214)",34,Turnvater-Jahn-Straße,"{""type"":""LineString"",""coordinates"":[[8.2412995,49.9851549],[8.2417207,49.9856298]]}",0.061,0,1,0,1.867
"(4131371851, 697194303)",34,Thomas-Mann-Straße,"{""type"":""LineString"",""coordinates"":[[8.2428266,49.9965344],[8.2428854,49.9965735],[8.2431917,49.9966453],[8.243256,49.9967386],[8.2432686,49.9967569]]}",0.043,0,0,1,0.66
"(3574589894, 4401156201)",34,An den Grachten,"{""type"":""LineString"",""coordinates"":[[8.2536222,50.0169314],[8.2536818,50.0169155],[8.2537169,50.0168979],[8.2549443,50.0162858]]}",0.119,0,0,1,1.22
"(255465220, 255465219)",34,Am Kleinen Sand,"{""type"":""LineString"",""coordinates"":[[8.232986,50.0137205],[8.2329517,50.0137445],[8.2325492,50.0140265],[8.2326772,50.0141256]]}",0.06,0,0,1,0.997
"(256029271, 264053289)",34,Kurt-Schumacher-Straße,"{""type"":""LineString"",""coordinates"":[[8.2151721,50.0034881],[8.2147161,50.0037862]]}",0.046,0,0,1,2.051
"(10068059116, 3574589894)",34,Inge-Reitz-Straße,"{""type"":""LineString"",""coordinates"":[[8.2532086,50.0165076],[8.2532572,50.0165499],[8.2536022,50.016873],[8.2536198,50.0168974],[8.2536222,50.0169314]]}",0.056,0,0,1,1.165
"(697248670, 256521178)",34,An der Philippsschanze,"{""type"":""LineString"",""coordinates"":[[8.2617773,49.9913494],[8.2619213,49.9911624],[8.26199,49.9910766],[8.2620757,49.9909651]]}",0.048,0,1,0,0.87
"(1413508720, 11413650514)",34,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.2674571,50.0095416],[8.2673412,50.009575],[8.2671475,50.0096282],[8.2671254,50.0096353],[8.2670282,50.009667]]}",0.034,0,1,0,0.21
"(34581918, 523859322)",34,Bettelpfad,"{""type"":""LineString"",""coordinates"":[[8.2901384,49.9804274],[8.2902235,49.9804552],[8.290524,49.9805501],[8.290890600000001,49.9806636],[8.2909044,49.9806678],[8.2912863,49.9807834],[8.2917723,49.9809306]]}",0.13,1,0,0,0.436
"(10058062683, 5351668740)",34,Lindenschmitstraße,"{""type"":""LineString"",""coordinates"":[[8.2557469,49.9958466],[8.2558848,49.9957999]]}",0.011,0,0,1,0.871
"(292521597, 165138927)",34,Drususstraße,"{""type"":""LineString"",""coordinates"":[[8.2648611,49.9956927],[8.2642281,49.9952629]]}",0.066,0,0,1,0.387
"(318706124, 257174371)",34,,"{""type"":""LineString"",""coordinates"":[[8.2619283,49.9822261],[8.2640381,49.9808614]]}",0.214,1,0,0,1.768
"(286401171, 8837022807)",34,Agrippastraße,"{""type"":""LineString"",""coordinates"":[[8.2666683,49.9922772],[8.2666963,49.9923126],[8.2667752,49.9923463],[8.2669188,49.992371]]}",0.022,0,0,1,0.584
"(27077264, 1717979491)",34,Gärtnergasse,"{""type"":""LineString"",""coordinates"":[[8.2617274,50.0018569],[8.2618329,50.0018237]]}",0.008,0,1,0,0.751
"(6536925682, 2652771159)",34,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.219814,50.0229691],[8.219944,50.0229025],[8.2200218,50.0228627],[8.2200795,50.0228467],[8.2201593,50.0228222],[8.2202065,50.0228003]]}",0.034,0,0,1,2.358
"(255763054, 3841656543)",34,Carlo-Mierendorff-Straße,"{""type"":""LineString"",""coordinates"":[[8.2006859,50.0050601],[8.2000367,50.0047794]]}",0.056,0,0,1,2.092
"(1561775370, 255456351)",34,In der Anlage,"{""type"":""LineString"",""coordinates"":[[8.2303872,50.0183927],[8.2312636,50.0179887]]}",0.077,0,0,1,1.436
"(289679508, 5409996245)",34,"['Zitadellenweg', 'Albanstraße']","{""type"":""LineString"",""coordinates"":[[8.276941,49.9939432],[8.2769126,49.9939241],[8.2768503,49.9938901],[8.2767131,49.9938407],[8.276651,49.9938463],[8.2765833,49.9938647],[8.2765115,49.9938936],[8.2761895,49.9940798]]}",0.067,0,0,0,0.591
"(206188755, 31272785)",34,Neue Mainzer Straße,"{""type"":""LineString"",""coordinates"":[[8.2747194,49.9673102],[8.2747971,49.9672483],[8.2762926,49.9660584]]}",0.179,0,1,0,0.387
"(529626, 529624)",34,Stefansstraße,"{""type"":""LineString"",""coordinates"":[[8.2703645,49.9951639],[8.2709204,49.9948514]]}",0.053,0,0,1,0.245
"(114214713, 4298798896)",34,Rheinufer,"{""type"":""LineString"",""coordinates"":[[8.2832324,50.0061943],[8.2833825,50.0062972],[8.2834301,50.0063297],[8.2834589,50.0063495],[8.2834959,50.0063738],[8.2835376,50.0064034],[8.2835774,50.0064307],[8.2836495,50.0064817]]}",0.044,0,0,1,0.984
"(6793046806, 256517537)",34,Mühlweg,"{""type"":""LineString"",""coordinates"":[[8.2541539,49.9854809],[8.2541398,49.9854176],[8.2541201,49.9853426],[8.2540814,49.9852856],[8.2540344,49.9852454],[8.2539703,49.9852099],[8.2538587,49.9851633]]}",0.044,0,0,1,1.721
"(261687105, 307485571)",34,Ziegeleipfad,"{""type"":""LineString"",""coordinates"":[[8.254697,49.9753263],[8.2557523,49.9739689]]}",0.169,1,0,0,1.932
"(7432891119, 8855893881)",34,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2865788,49.9772279],[8.285583,49.9768706]]}",0.082,0,1,0,0.676
"(256522457, 11582944928)",34,Hölderlinstraße,"{""type"":""LineString"",""coordinates"":[[8.2690261,49.9895146],[8.2689191,49.989547],[8.2686984,49.9896152]]}",0.026,0,0,1,0.86
"(57516982, 57516990)",34,Am Ostergraben,"{""type"":""LineString"",""coordinates"":[[8.237035,49.9811017],[8.237326,49.9805999]]}",0.06,0,0,0,2.444
"(1687914109, 1462353978)",34,Paul-Denis-Straße,"{""type"":""LineString"",""coordinates"":[[8.2490123,50.0045934],[8.2490167,50.0046429],[8.2490207,50.0047856]]}",0.021,0,0,1,0.233
"(27633852, 253750787)",34,Heugasse,"{""type"":""LineString"",""coordinates"":[[8.2772503,49.9988429],[8.2766556,49.9986854]]}",0.046,0,0,1,0.525
"(255586490, 2325999772)",34,Am Hipperich,"{""type"":""LineString"",""coordinates"":[[8.2168161,50.0195416],[8.2167269,50.0195298],[8.2161412,50.0194796]]}",0.049,0,0,1,2.306
"(2450645187, 27077171)",34,Gärtnergasse,"{""type"":""LineString"",""coordinates"":[[8.2633888,50.0012929],[8.2631461,50.001387]]}",0.02,0,1,0,0.629
"(5344923278, 5344923277)",34,Carl-Benz-Straße,"{""type"":""LineString"",""coordinates"":[[8.269579,49.9807388],[8.2701602,49.9808084]]}",0.042,0,0,1,1.838
"(1825441881, 11761725777)",34,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2582273,50.0029715],[8.2583202,50.0028991]]}",0.01,0,0,0,0.686
"(255465213, 1780555823)",34,An der Plantage,"{""type"":""LineString"",""coordinates"":[[8.2196921,50.0141527],[8.2199158,50.0141433],[8.2203386,50.0141754]]}",0.046,0,0,1,1.789
"(27150662, 1674000016)",34,Kirsteinstraße,"{""type"":""LineString"",""coordinates"":[[8.2501768,49.9917592],[8.2502493,49.9913792]]}",0.043,0,0,1,1.148
"(1975229265, 1975229271)",34,Ludwigsburger Straße,"{""type"":""LineString"",""coordinates"":[[8.2412435,50.0050873],[8.241284,50.0047155],[8.241287,50.0046853],[8.241297,50.0045755]]}",0.057,0,0,1,0.256
"(317610841, 9587171428)",34,Auf der Mainspitze,"{""type"":""LineString"",""coordinates"":[[8.308146,49.9949522],[8.3086504,49.9955743],[8.3087917,49.9956915],[8.3089546,49.995791],[8.3092914,49.9959969]]}",0.144,0,0,0,1.809
"(10284365235, 5085801704)",34,Hechtsheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2802072,49.9808058],[8.2801281,49.9813514]]}",0.061,0,1,0,1.199
"(288805736, 288805632)",34,John-F.-Kennedy-Straße,"{""type"":""LineString"",""coordinates"":[[8.2468766,50.0015802],[8.2473724,50.0016126],[8.2476033,50.0016276]]}",0.052,0,0,1,0.037
"(8265986971, 245557358)",34,Ludwig-Strecker-Straße,"{""type"":""LineString"",""coordinates"":[[8.2694316,49.9577721],[8.2693648,49.9577394],[8.2692059,49.9576489]]}",0.021,0,0,1,0.504
"(2465251730, 697199264)",34,Wallaustraße,"{""type"":""LineString"",""coordinates"":[[8.257452,50.012899],[8.2571855,50.0130741]]}",0.027,0,0,1,1.01
"(27715961, 307661535)",34,Mainstraße,"{""type"":""LineString"",""coordinates"":[[8.2587442,50.0120506],[8.2598853,50.012781]]}",0.115,0,0,1,0.858
"(6246502333, 6246502330)",34,Generaloberst-Beck-Straße,"{""type"":""LineString"",""coordinates"":[[8.2694996,49.9761996],[8.2697341,49.9761614],[8.26978,49.9761573],[8.2699355,49.9761467]]}",0.032,0,0,1,1.585
"(10968689112, 298458889)",34,Windmühlenstraße,"{""type"":""LineString"",""coordinates"":[[8.2743196,49.9951253],[8.2743712,49.9951361],[8.2744641,49.9951459],[8.2745677,49.9951384],[8.2746619,49.9951154]]}",0.025,0,1,0,0.415
"(286402075, 3458130818)",34,Germanikusstraße,"{""type"":""LineString"",""coordinates"":[[8.2612204,49.9950215],[8.2617444,49.9950163],[8.2625968,49.9950556]]}",0.099,0,0,1,0.563
"(4979358781, 4979358784)",34,Werrastraße,"{""type"":""LineString"",""coordinates"":[[8.2206795,50.0060412],[8.2206543,50.0061091],[8.2206001,50.0062704]]}",0.026,0,0,1,1.617
"(254804468, 9056181952)",34,Robert-Koch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2659875,49.960681],[8.2657092,49.960234]]}",0.054,0,0,0,0.603
"(4418620935, 265905882)",34,An der Schanze,"{""type"":""LineString"",""coordinates"":[[8.2509684,49.9867517],[8.2509636,49.9864061],[8.2509836,49.9863632],[8.2510389,49.986293]]}",0.052,0,0,1,1.708
"(1413872573, 249332120)",34,Binger Straße,"{""type"":""LineString"",""coordinates"":[[8.2557242,49.997527],[8.255829,49.997545],[8.2559175,49.9975641],[8.2559823,49.9975866],[8.2560489,49.9976172],[8.2561325,49.9976738],[8.2561863,49.9977152],[8.2562316,49.997757],[8.2562486,49.9977735],[8.2564463,49.9979645],[8.2564804,49.9979975]]}",0.078,0,0,0,0.726
"(7043669488, 5351668740)",34,Czernyweg,"{""type"":""LineString"",""coordinates"":[[8.2559329,49.9959751],[8.2558848,49.9957999]]}",0.02,0,0,0,0.868
"(10279718733, 202864933)",34,Essenheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2454623,49.9800454],[8.2461711,49.9802213]]}",0.054,0,1,0,2.422
"(27633146, 27633136)",34,Greiffenklaustraße,"{""type"":""LineString"",""coordinates"":[[8.2677404,50.0084212],[8.267832,50.0083869],[8.2682177,50.0082292],[8.2686137,50.0080216],[8.2688797,50.0078507],[8.2692667,50.0075144],[8.2692853,50.0074617],[8.2692604,50.0074088]]}",0.162,0,0,1,0.063
"(3969026830, 6606613951)",34,Max-Hufschmidt-Straße,"{""type"":""LineString"",""coordinates"":[[8.2854332,49.9734753],[8.2862701,49.9731776],[8.286507,49.9730529]]}",0.09,0,0,1,0.821
"(27077362, 1413508540)",34,Neubrunnenstraße,"{""type"":""LineString"",""coordinates"":[[8.2628643,50.0032741],[8.2630128,50.0032082],[8.2630753,50.0031829],[8.2630972,50.003174],[8.263125,50.0031627]]}",0.022,0,0,1,0.723
"(488438097, 6180427902)",34,,"{""type"":""LineString"",""coordinates"":[[8.227084,49.9918254],[8.2270154,49.9919333],[8.2268738,49.9922321],[8.2268581,49.9922471],[8.2268359,49.9922577],[8.2268024,49.9922635],[8.2267662,49.9922597],[8.2258609,49.9920977]]}",0.124,1,0,0,1.842
"(7007791051, 1936736936)",34,Wormser Straße,"{""type"":""LineString"",""coordinates"":[[8.2976255,49.9867656],[8.2984738,49.9862405]]}",0.084,0,1,0,0.688
"(309888565, 223530563)",34,Göttelmannstraße,"{""type"":""LineString"",""coordinates"":[[8.2886099,49.9863831],[8.2884689,49.9864768],[8.2883858,49.986532],[8.2880588,49.9867494]]}",0.057,0,1,0,0.973
"(34580658, 2137895114)",33,Bleichstraße,"{""type"":""LineString"",""coordinates"":[[8.3008809,49.9799748],[8.3000698,49.9791011]]}",0.113,0,0,1,0.166
"(1224439015, 823561592)",33,Kaiserstraße,"{""type"":""LineString"",""coordinates"":[[8.261753,50.0020721],[8.2619518,50.0021213]]}",0.015,0,1,0,0.767
"(663074985, 257278465)",33,,"{""type"":""LineString"",""coordinates"":[[8.2179114,49.9895216],[8.2172496,49.9906713],[8.2172056,49.9907466]]}",0.145,1,0,0,2.356
"(30697001, 30697006)",33,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.2578317,50.0006351],[8.2577241,50.0005871],[8.2573979,50.0004264],[8.2573492,50.0003951]]}",0.044,0,1,0,0.651
"(192126947, 192090156)",33,Grauelstraße,"{""type"":""LineString"",""coordinates"":[[8.2799998,49.9592351],[8.2800102,49.9584462],[8.2799818,49.9582352],[8.279914,49.9580745]]}",0.13,0,0,1,0.266
"(697202463, 10902721909)",33,Robert-Bosch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2671359,49.9592416],[8.2668664,49.9592615],[8.2658763,49.9593082]]}",0.09,0,0,0,0.556
"(202868998, 491936607)",33,Albert-Stohr-Straße,"{""type"":""LineString"",""coordinates"":[[8.2456348,49.9819508],[8.2456381,49.9819289],[8.2456464,49.9819069],[8.2456666,49.9818784],[8.2456969,49.981853],[8.246066,49.9815581]]}",0.054,0,0,1,2.232
"(9193499519, 117406416)",33,Wilhelmsstraße,"{""type"":""LineString"",""coordinates"":[[8.2409112,49.9803818],[8.2411758,49.9804266],[8.2415087,49.9805042]]}",0.045,0,0,1,2.429
"(264522706, 697205542)",33,Goldenbrunnengasse,"{""type"":""LineString"",""coordinates"":[[8.2705268,49.9958776],[8.2708763,49.9961361],[8.2712143,49.9962902]]}",0.068,0,0,1,0.159
"(1613617326, 57517308)",33,Martin-Kirchner-Straße,"{""type"":""LineString"",""coordinates"":[[8.2409021,49.981665],[8.2408266,49.9817827],[8.2407188,49.9819438],[8.2407099,49.9819572],[8.2406866,49.9819917]]}",0.039,0,1,0,2.278
