edge,count,name,shape,edge_length,cycle_roads,main_roads,small_roads,school_distance
"(2454132132, 2454132133)",18,Templerstraße,"{""type"":""LineString"",""coordinates"":[[8.2806441,49.9968865],[8.2811384,49.9970554]]}",0.04,0,0,1,0.789
"(173948251, 1290219776)",18,Im Münchfeld,"{""type"":""LineString"",""coordinates"":[[8.2306821,49.9964304],[8.2308237,49.9963203],[8.2309866,49.9961986]]}",0.034,0,0,1,1.357
"(1165388822, 1165388671)",18,Karlsbader Straße,"{""type"":""LineString"",""coordinates"":[[8.2285729,50.0108135],[8.228508,50.0106966],[8.2284183,50.0105222]]}",0.034,0,0,1,1.103
"(7924685465, 539517825)",18,Hans-Böckler-Straße,"{""type"":""LineString"",""coordinates"":[[8.2467359,49.9775912],[8.2480039,49.9779044]]}",0.097,0,1,0,2.634
"(202870109, 7227818191)",18,Hinkelsteinerstraße,"{""type"":""LineString"",""coordinates"":[[8.2457602,49.978402],[8.2458161,49.9783521],[8.2461134,49.9778517]]}",0.066,0,0,1,2.626
"(11761725777, 3905175133)",18,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2583202,50.0028991],[8.2582984,50.002965],[8.25828,50.0030203]]}",0.014,0,0,0,0.69
"(7348254400, 415586345)",18,Zur Laubenheimer Höhe,"{""type"":""LineString"",""coordinates"":[[8.2849255,49.9634152],[8.2849912,49.9634332],[8.2851009,49.9634808]]}",0.015,0,1,0,0.588
"(2075181912, 261671183)",18,Jakob-Steffan-Straße,"{""type"":""LineString"",""coordinates"":[[8.2379339,50.0052647],[8.2380097,50.0055008]]}",0.027,0,0,1,0.425
"(31348204, 7975167968)",18,Heinrich-von-Brentano-Straße,"{""type"":""LineString"",""coordinates"":[[8.2922853,49.9765102],[8.2920204,49.9768198]]}",0.039,0,0,0,0.28
"(31352272, 1913810888)",18,Bleichstraße,"{""type"":""LineString"",""coordinates"":[[8.2957104,49.9754593],[8.2962578,49.9750578],[8.2964667,49.9749047],[8.2969615,49.9745417],[8.2970156,49.974502]]}",0.142,0,0,1,0.159
"(10284396807, 4096890971)",18,,"{""type"":""LineString"",""coordinates"":[[8.2560646,49.9957011],[8.2560551,49.9957423]]}",0.005,1,0,0,0.894
"(303716854, 30652192)",18,,"{""type"":""LineString"",""coordinates"":[[8.2348151,50.0094463],[8.2347516,50.0094262],[8.2347146,50.0094144],[8.2346842,50.0094048],[8.2345975,50.0093773]]}",0.017,1,0,0,0.631
"(248497287, 244043390)",18,Friedrich-Naumann-Straße,"{""type"":""LineString"",""coordinates"":[[8.2818544,49.9834902],[8.2818363,49.9836992],[8.2821084,49.9839744]]}",0.06,0,0,1,1.2
"(529854, 698097120)",18,Obere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2617025,49.9914479],[8.2618217,49.9914709]]}",0.009,0,1,0,0.858
"(1561788179, 10911344851)",17,Bernhard-Winter-Straße,"{""type"":""LineString"",""coordinates"":[[8.2270555,50.0197908],[8.2267611,50.0197152],[8.2267187,50.0197043],[8.226652,50.0196872]]}",0.031,0,0,1,1.78
"(255403588, 27636649)",17,Finkenstraße,"{""type"":""LineString"",""coordinates"":[[8.2444162,50.0038666],[8.2446163,50.0038963],[8.2448647,50.0039331],[8.2452066,50.0039838],[8.2452931,50.0039966],[8.245558,50.0040359],[8.2458833,50.0041084]]}",0.108,0,0,1,0.145
"(265905795, 265905793)",17,Draiser Straße,"{""type"":""LineString"",""coordinates"":[[8.2515165,49.988486],[8.2514938,49.9884396],[8.2514431,49.988385],[8.2512234,49.9882442],[8.2509203,49.98808]]}",0.063,0,0,1,1.522
"(158740861, 7604214768)",17,Dornsheimer Weg,"{""type"":""LineString"",""coordinates"":[[8.274573,49.9588749],[8.2745045,49.9589966],[8.2744199,49.959101],[8.2743159,49.9591835],[8.2741851,49.9592418]]}",0.051,0,0,1,0.158
"(6755414134, 30772226)",17,Jakob-Dieterich-Straße,"{""type"":""LineString"",""coordinates"":[[8.2586719,50.010052],[8.2586102,50.0100342],[8.2585417,50.0100148],[8.2585507,50.0099334],[8.2585793,50.0098696],[8.2576013,50.0093753],[8.257533,50.0093359],[8.2575123,50.0093256],[8.2574047,50.0093095]]}",0.132,0,0,1,0.805
"(5492238797, 1930587505)",17,Gaustraße,"{""type"":""LineString"",""coordinates"":[[8.2672667,49.9946332],[8.267277,49.9945847],[8.2672813,49.9945485],[8.2672798,49.9945192]]}",0.013,0,0,0,0.343
"(1599281778, 163989886)",17,Pariser Straße,"{""type"":""LineString"",""coordinates"":[[8.2656908,49.9863864],[8.2656202,49.986331]]}",0.008,0,1,0,1.249
"(2127222111, 2127209687)",17,Nikolaus-Kopernikus-Straße,"{""type"":""LineString"",""coordinates"":[[8.2545548,49.9641277],[8.2551366,49.9646427]]}",0.071,0,0,1,1.422
"(7635124416, 75879665)",17,Am Sägewerk,"{""type"":""LineString"",""coordinates"":[[8.216454,49.9962272],[8.2171935,49.9962374]]}",0.053,0,0,0,2.233
"(9915155365, 415435403)",17,"['Max-Hufschmidt-Straße', 'Weisenauer Weg']","{""type"":""LineString"",""coordinates"":[[8.2858048,49.9719979],[8.2857489,49.9719778],[8.2854861,49.9718867],[8.2853158,49.9718283],[8.2852451,49.9718065],[8.2847937,49.9716807],[8.284395,49.971593],[8.2839623,49.9715091]]}",0.143,0,1,0,0.927
"(289679022, 248497471)",17,Friedrich-Naumann-Straße,"{""type"":""LineString"",""coordinates"":[[8.2833029,49.9849786],[8.2828722,49.9846145]]}",0.051,0,0,1,1.175
"(1934739098, 104749947)",17,In der Witz,"{""type"":""LineString"",""coordinates"":[[8.2818272,50.0109775],[8.2822763,50.0107673]]}",0.04,0,1,0,0.912
"(255763054, 9816991532)",17,Kapellenstraße,"{""type"":""LineString"",""coordinates"":[[8.2006859,50.0050601],[8.2008304,50.0049237]]}",0.018,0,0,1,2.148
"(933888991, 1696434973)",17,Zwerchallee,"{""type"":""LineString"",""coordinates"":[[8.2423233,50.0194636],[8.2420203,50.0190789]]}",0.048,0,1,0,1.252
"(255402963, 11267674978)",17,Paul-Denis-Straße,"{""type"":""LineString"",""coordinates"":[[8.2487437,50.0057775],[8.2488959,50.0056995],[8.2492017,50.0055288],[8.2492822,50.0054788],[8.2492946,50.0054543],[8.2492864,50.0054303],[8.2491534,50.005322],[8.2490728,50.0052508]]}",0.082,0,0,1,0.193
"(1561408756, 697222660)",17,An der Krimm,"{""type"":""LineString"",""coordinates"":[[8.2155558,50.0091631],[8.2156015,50.0092351],[8.2156392,50.009292],[8.2157201,50.0093952]]}",0.028,0,1,0,1.973
"(26732300, 2885195940)",17,Jakob-Welder-Weg,"{""type"":""LineString"",""coordinates"":[[8.2416148,49.9939856],[8.2415828,49.9939773],[8.241244,49.9939034],[8.2409393,49.9938399]]}",0.051,0,0,1,0.988
"(1904776643, 287077543)",17,,"{""type"":""LineString"",""coordinates"":[[8.2609291,50.0260308],[8.2610482,50.0261033]]}",0.012,1,0,0,1.042
"(6972668395, 6972668401)",17,Dekan-Laist-Straße,"{""type"":""LineString"",""coordinates"":[[8.2679656,49.9667191],[8.267715,49.9667054]]}",0.018,0,0,0,0.749
"(8273390234, 8273390240)",17,Friedrich-Koenig-Straße,"{""type"":""LineString"",""coordinates"":[[8.2685329,49.9698992],[8.2685104,49.9698022],[8.2684784,49.9694348]]}",0.052,0,0,0,0.961
"(8273390234, 8273390240)",17,Friedrich-Koenig-Straße,"{""type"":""LineString"",""coordinates"":[[8.2685329,49.9698992],[8.2685104,49.9698022],[8.2684784,49.9694348]]}",0.052,0,0,0,0.961
"(7975167968, 31348204)",17,Heinrich-von-Brentano-Straße,"{""type"":""LineString"",""coordinates"":[[8.2920204,49.9768198],[8.2922853,49.9765102]]}",0.039,0,0,0,0.28
"(256521553, 9441830974)",17,An der Philippsschanze,"{""type"":""LineString"",""coordinates"":[[8.263788,49.9901483],[8.2639368,49.990086],[8.2640118,49.9900523]]}",0.019,0,1,0,0.901
"(1413872967, 1413872949)",17,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.258106,49.9999155],[8.2581511,49.9998971],[8.2582371,49.9998669]]}",0.011,0,1,0,0.72
"(26732280, 1878059500)",17,Albert-Schweitzer-Straße,"{""type"":""LineString"",""coordinates"":[[8.2459112,49.9919645],[8.2458678,49.9918687]]}",0.011,0,1,0,1.12
"(8458040773, 27715110)",17,Diether-von-Isenburg-Straße,"{""type"":""LineString"",""coordinates"":[[8.2705938,50.0075285],[8.2706544,50.0075575]]}",0.005,0,0,1,0.091
"(4954534086, 75863518)",17,An der Fahrt,"{""type"":""LineString"",""coordinates"":[[8.2090594,49.9961908],[8.2090636,49.9961355],[8.2091982,49.9957477]]}",0.05,0,0,0,2.443
"(194085002, 31272758)",17,Alte Mainzer Straße,"{""type"":""LineString"",""coordinates"":[[8.280589,49.9618643],[8.2806493,49.9616087],[8.2806092,49.9613431]]}",0.058,0,1,0,0.264
"(780691048, 4579455517)",17,Boelckestraße,"{""type"":""LineString"",""coordinates"":[[8.2843015,50.0157718],[8.2845649,50.0159779],[8.2850338,50.0163513],[8.2852682,50.0165653]]}",0.112,0,1,0,0.944
"(613832437, 613832435)",17,Haifa-Allee,"{""type"":""LineString"",""coordinates"":[[8.2326644,49.967459],[8.2325047,49.9673487]]}",0.017,0,0,0,2.74
"(2065267261, 2065267262)",17,An der Krimm,"{""type"":""LineString"",""coordinates"":[[8.2134499,50.0087605],[8.2136813,50.008821]]}",0.018,0,0,1,2.113
"(2868347767, 1561805961)",17,Turnerstraße,"{""type"":""LineString"",""coordinates"":[[8.2248113,50.0218428],[8.2242651,50.0217988]]}",0.039,0,0,1,2.059
"(3923718490, 1290007722)",17,Ida-von-Hahn-Straße,"{""type"":""LineString"",""coordinates"":[[8.2372539,50.0006107],[8.2370031,50.0005874],[8.2370012,50.000593],[8.2368783,50.0011196],[8.2367997,50.0014594],[8.236791,50.001497],[8.2367759,50.0015626]]}",0.128,0,0,1,0.73
"(255458383, 1561803224)",17,Emrichruhstraße,"{""type"":""LineString"",""coordinates"":[[8.2216219,50.0200204],[8.2217621,50.020101],[8.2226075,50.0201888],[8.2233257,50.0203172]]}",0.128,0,0,1,2.004
"(2469857457, 26815011)",17,Staudingerweg,"{""type"":""LineString"",""coordinates"":[[8.2344227,49.9924776],[8.2339074,49.9923717],[8.233875,49.9923603],[8.2337855,49.9923287],[8.233642,49.9922779],[8.233504,49.9922355],[8.2333635,49.9922134],[8.2331625,49.9922009]]}",0.096,0,0,1,1.42
"(6602297661, 283345181)",17,Boelckestraße,"{""type"":""LineString"",""coordinates"":[[8.282771199999999,50.0138185],[8.2826003,50.0134011]]}",0.048,0,1,0,1.013
"(255460827, 2868346897)",17,Weiherstraße,"{""type"":""LineString"",""coordinates"":[[8.2232503,50.0209425],[8.223849,50.0209765]]}",0.043,0,0,1,2.031
"(1296635001, 3863902466)",17,Am Lemmchen,"{""type"":""LineString"",""coordinates"":[[8.2165074,50.0202557],[8.216711,50.0202615],[8.2168524,50.0202684]]}",0.025,0,0,1,2.352
"(262874426, 6788633311)",17,Ricarda-Huch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2375561,49.9973069],[8.237354,49.9972651]]}",0.015,0,0,1,0.891
"(11668466787, 11668466785)",17,Nackstraße,"{""type"":""LineString"",""coordinates"":[[8.2579906,50.0064188],[8.2581131,50.0063742],[8.2581256,50.0063696]]}",0.011,0,0,1,0.802
"(1156651743, 3237823497)",17,,"{""type"":""LineString"",""coordinates"":[[8.2518717,49.9983117],[8.2518896,49.9980829],[8.2519185,49.9980507],[8.2519936,49.9980408],[8.2520746,49.9980569],[8.2520938,49.9980878],[8.2520635,49.9984318],[8.2520579,49.9984955],[8.2520552,49.998526]]}",0.094,0,0,0,0.476
"(255737496, 255737495)",17,Kirchstraße,"{""type"":""LineString"",""coordinates"":[[8.2050628,50.004719],[8.205483,50.0041201]]}",0.073,0,0,1,2.404
"(412308292, 563233320)",17,,"{""type"":""LineString"",""coordinates"":[[8.2314969,49.9728947],[8.230412,49.9720425],[8.2293873,49.9712948],[8.2282413,49.9705096]]}",0.353,1,0,0,2.608
"(244029970, 194095049)",17,Ringstraße,"{""type"":""LineString"",""coordinates"":[[8.2795232,49.9619142],[8.2791189,49.9616812]]}",0.039,0,0,1,0.167
"(255328994, 598472964)",17,Benjamin-Franklin-Straße,"{""type"":""LineString"",""coordinates"":[[8.2537316,50.002226],[8.2541263,50.0020419],[8.2543685,50.0016922],[8.2536902,50.0014708]]}",0.132,0,0,1,0.359
"(27150687, 27150675)",17,Dombaumeister-Schneider-Straße,"{""type"":""LineString"",""coordinates"":[[8.2339964,49.9823165],[8.2345246,49.9825023],[8.2351265,49.9827138]]}",0.092,0,0,1,2.323
"(529624, 1607880590)",17,Stefansstraße,"{""type"":""LineString"",""coordinates"":[[8.2709204,49.9948514],[8.2710528,49.9947022],[8.2710859,49.9946526]]}",0.025,0,0,1,0.289
"(211098873, 412214554)",17,Holunderweg,"{""type"":""LineString"",""coordinates"":[[8.232048,49.9709649],[8.2323601,49.9709684],[8.2325143,49.9709695],[8.2326083,49.9709711],[8.232804,49.9708705],[8.2329281,49.9708737]]}",0.067,0,0,1,2.872
"(1561408779, 1561788179)",17,Turmstraße,"{""type"":""LineString"",""coordinates"":[[8.2276297,50.0190867],[8.2275198,50.0191881],[8.2273849,50.0193248],[8.2273019,50.0194273],[8.2272222,50.0195457],[8.227101,50.0197241],[8.2270555,50.0197908]]}",0.089,0,0,1,1.694
"(1613669328, 256339818)",17,Windmühlenstraße,"{""type"":""LineString"",""coordinates"":[[8.2707498,49.9929539],[8.2706563,49.9928539]]}",0.013,0,1,0,0.492
"(1695183011, 1695183019)",17,Hartmühlenweg,"{""type"":""LineString"",""coordinates"":[[8.2352586,50.0108212],[8.2351046,50.0117489]]}",0.104,0,0,1,0.669
"(1183190376, 6785856131)",17,Windthorststraße,"{""type"":""LineString"",""coordinates"":[[8.2871935,49.9845034],[8.2871266,49.9845118],[8.2870714,49.9845113],[8.2870116,49.9845077],[8.2869331,49.9844882],[8.2868522,49.9844506],[8.2866391,49.9842772]]}",0.051,0,0,1,0.911
"(158740854, 2049409683)",17,Heuerstraße,"{""type"":""LineString"",""coordinates"":[[8.2784537,49.9602743],[8.2783167,49.9601988],[8.2779823,49.9600143]]}",0.044,0,1,0,0.107
"(255465529, 2046292927)",17,An der Brunnenstube,"{""type"":""LineString"",""coordinates"":[[8.2288915,50.0148535],[8.2290199,50.0148763],[8.2295298,50.0151796]]}",0.059,0,0,1,1.29
"(7266318790, 697199265)",17,Wallaustraße,"{""type"":""LineString"",""coordinates"":[[8.2564624,50.0135741],[8.256885,50.0132724]]}",0.045,0,0,1,1.067
"(1934739063, 201322840)",17,Zehnthofstraße,"{""type"":""LineString"",""coordinates"":[[8.281132,50.0106976],[8.2810234,50.0108158],[8.2811558,50.0108672],[8.2813035,50.0109245]]}",0.039,0,0,1,0.852
"(4401156203, 9219674890)",17,An den Grachten,"{""type"":""LineString"",""coordinates"":[[8.2564941,50.0154717],[8.2574297,50.0149855]]}",0.086,0,0,1,1.149
"(258569214, 266036839)",17,Pfarrer-Dorn-Straße,"{""type"":""LineString"",""coordinates"":[[8.2274205,49.9616789],[8.2283897,49.9619182],[8.2292159,49.9621178],[8.2299662,49.9622929]]}",0.194,0,1,0,2.233
"(290689714, 290689712)",17,Gonsenheimer Höhe,"{""type"":""LineString"",""coordinates"":[[8.2274349,50.0072823],[8.227546,50.007258],[8.2292039,50.0069679]]}",0.131,0,0,1,1.0
"(34582569, 34580642)",17,Otto-Wels-Straße,"{""type"":""LineString"",""coordinates"":[[8.2975181,49.9795067],[8.2965454,49.9788446]]}",0.101,0,0,1,0.027
"(6471079534, 8879280398)",17,Im Niedergarten,"{""type"":""LineString"",""coordinates"":[[8.2192472,49.9989685],[8.2192158,49.9990104],[8.2191687,49.9990496],[8.2190954,49.9990934],[8.2190238,49.9991278],[8.2189563,49.999151],[8.2188062,49.9991861],[8.2186736,49.9992018],[8.2184083,49.9992205],[8.2181564,49.9992332],[8.2179203,49.999243]]}",0.105,0,0,1,1.951
"(256514279, 256515328)",17,Weichselstraße,"{""type"":""LineString"",""coordinates"":[[8.2626579,49.9856408],[8.2627037,49.9857749],[8.2627287,49.9858874],[8.2627225,49.9860113],[8.2626729,49.9861604],[8.2626181,49.9862775],[8.2625312,49.9864119],[8.2624157,49.9865434],[8.2623055,49.9866404],[8.2622103,49.9867216],[8.2620615,49.9868236],[8.2618417,49.9869567],[8.2616649,49.9870541],[8.2609225,49.9874351]]}",0.252,0,0,1,1.264
"(158747012, 158746992)",17,Berliner Straße,"{""type"":""LineString"",""coordinates"":[[8.2694923,49.9791931],[8.2694279,49.9791847],[8.2693338,49.9791725],[8.2692195,49.9791562],[8.2687849,49.9790894],[8.2687571,49.9790866],[8.2685417,49.9790631],[8.2683089,49.9790379],[8.2681052,49.9790149],[8.2678783,49.9789878],[8.2676901,49.9789567],[8.2674747,49.9789246],[8.267311,49.9788976],[8.2671627,49.9788769]]}",0.17,0,0,1,1.911
"(444868366, 769866806)",17,Geschwister-Scholl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2671609,49.9850676],[8.2670269,49.9852488],[8.2668074,49.9855488],[8.2664149,49.9860857],[8.2662963,49.986248]]}",0.145,0,1,0,1.255
"(30696849, 1413872782)",17,Am Linsenberg,"{""type"":""LineString"",""coordinates"":[[8.2579245,49.9985841],[8.2578526,49.9987555],[8.2577965,49.9989124]]}",0.038,0,1,0,0.748
"(10992709306, 257809118)",17,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2564333,50.0050952],[8.25627,50.0052259]]}",0.019,0,0,0,0.627
"(6792548875, 6792548876)",17,An der Wied,"{""type"":""LineString"",""coordinates"":[[8.2399451,49.9811539],[8.2400757,49.9812325],[8.2402355,49.9813022],[8.2406256,49.9814152]]}",0.057,0,1,0,2.342
"(255735620, 920616945)",17,Elsa-Brändström-Straße,"{""type"":""LineString"",""coordinates"":[[8.2093679,50.0088611],[8.2097769,50.0089823]]}",0.032,0,0,1,2.393
"(6784748046, 6784697816)",17,Sömmerringstraße,"{""type"":""LineString"",""coordinates"":[[8.2579706,50.0111434],[8.2577263,50.0112624],[8.2575612,50.0113542]]}",0.038,0,0,1,0.89
"(34545441, 1935497248)",17,Wassergasse,"{""type"":""LineString"",""coordinates"":[[8.3017658,49.9815815],[8.3021016,49.9820541],[8.3022146,49.9822235],[8.3024357,49.9823606]]}",0.1,0,0,1,0.314
"(256511809, 4715645127)",17,Helmholtzweg,"{""type"":""LineString"",""coordinates"":[[8.2596665,49.9920283],[8.2597243,49.991985],[8.2597972,49.9919575],[8.2598817,49.991942],[8.2599997,49.9919325],[8.2600962,49.9919307],[8.2601526,49.9919351]]}",0.038,0,0,0,0.905
"(6856174690, 6095201720)",17,Milchpfad,"{""type"":""LineString"",""coordinates"":[[8.2540865,49.986372],[8.2540353,49.9863347],[8.2539629,49.9863029]]}",0.012,0,0,1,1.65
"(307661538, 27715655)",17,Illstraße,"{""type"":""LineString"",""coordinates"":[[8.2621356,50.0116176],[8.2622302,50.0116881]]}",0.01,0,0,1,0.651
"(256521162, 256521176)",17,Stahlbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2603175,49.9898123],[8.2608696,49.9901808],[8.2614095,49.9905472],[8.2614512,49.9905827],[8.2614954,49.9906399]]}",0.125,0,0,1,0.944
"(769291313, 697266459)",17,,"{""type"":""LineString"",""coordinates"":[[8.2664716,49.987304],[8.2663584,49.9873005]]}",0.008,1,0,0,1.137
"(6792165982, 6792165984)",17,Am Wildgraben,"{""type"":""LineString"",""coordinates"":[[8.2524243,49.9862896],[8.2525025,49.9861101]]}",0.021,0,1,0,1.739
"(510589701, 510589699)",17,Hans-Böckler-Straße,"{""type"":""LineString"",""coordinates"":[[8.238063,49.9754278],[8.2385904,49.9755479]]}",0.04,0,0,0,3.006
"(6989899531, 34580641)",17,Im Leimen,"{""type"":""LineString"",""coordinates"":[[8.297662,49.9781584],[8.2972183,49.9784484]]}",0.045,0,0,1,0.134
"(312842407, 9704768680)",17,Kreyßigstraße,"{""type"":""LineString"",""coordinates"":[[8.2525446,50.0123251],[8.2529629,50.0121396],[8.2530333,50.0121084]]}",0.042,0,0,1,0.788
"(255969124, 255969119)",17,Robert-Bosch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2621308,49.9593033],[8.2616302,49.9592441],[8.261457,49.9592178],[8.2613172,49.9591965],[8.261217,49.9591812],[8.261049,49.9591563]]}",0.079,0,0,0,0.9
"(255619126, 697205792)",17,Am Polygon,"{""type"":""LineString"",""coordinates"":[[8.2175654,50.0159885],[8.2178758,50.0158732],[8.2180636,50.0158539],[8.2190439,50.0159388],[8.2190914,50.0159381],[8.2192371,50.0159358]]}",0.124,0,0,1,1.947
"(6989325207, 255465625)",17,Sandweg,"{""type"":""LineString"",""coordinates"":[[8.2277031,50.0167918],[8.2275024,50.0170684]]}",0.034,0,0,1,1.507
"(1825301778, 747021002)",17,,"{""type"":""LineString"",""coordinates"":[[8.2296219,50.0003432],[8.2295923,50.0003947],[8.2294322,50.0006294]]}",0.035,1,0,0,1.233
"(254803887, 254803885)",17,Dampfbahnweg,"{""type"":""LineString"",""coordinates"":[[8.264186,49.9788682],[8.2640863,49.9787084]]}",0.019,1,0,0,2.008
"(697234870, 768417722)",17,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2436573,50.0106576],[8.2435372,50.0107615],[8.2435024,50.0107917]]}",0.019,0,1,0,0.307
"(11197207254, 2265970308)",17,Hugo-Eckener-Straße,"{""type"":""LineString"",""coordinates"":[[8.225105,50.0038837],[8.2253874,50.0039442],[8.2253086,50.0041519],[8.2251438,50.004442],[8.2249695,50.0047305],[8.2248797,50.00488],[8.2246998,50.0051539],[8.2244766,50.0054905],[8.2244393,50.0055449]]}",0.212,0,0,1,1.329
"(26732310, 5602628670)",17,Ackermannweg,"{""type"":""LineString"",""coordinates"":[[8.235849,49.9896155],[8.2356284,49.9895706],[8.2349415,49.9894313]]}",0.068,0,0,0,1.614
"(3463720379, 769062488)",17,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.2522383,50.0168848],[8.2527296,50.0166394],[8.2527692,50.0166196]]}",0.048,0,1,0,1.158
"(11768595599, 244212490)",17,Am Schinnergraben,"{""type"":""LineString"",""coordinates"":[[8.278974,49.9661919],[8.2787907,49.9663139],[8.2787758,49.9663238]]}",0.02,0,0,1,0.431
"(256062289, 1730466935)",17,Dijonstraße,"{""type"":""LineString"",""coordinates"":[[8.2308574,49.997583],[8.2302967,49.9980553],[8.2302301,49.99806],[8.230226,49.9980603],[8.2296778,49.998213]]}",0.114,0,0,1,1.299
"(2261933459, 3834615164)",17,Anni-Eisler-Lehmann-Straße,"{""type"":""LineString"",""coordinates"":[[8.2512719,50.0067469],[8.2512223,50.0067169],[8.2511766,50.0066855],[8.2511431,50.0066614],[8.2505203,50.0061922]]}",0.082,0,0,1,0.325
